assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name
2.3,2,0.7,1,-6.1,ovc,-2.2,8.3,11,0.1,0.447,38,0.316,12,0,0,,0,21,0,,157,-3.9,4.2,6,0.1,14,6.6,eddiean-tirado-1,34,32,Guard,1.1,3,SOUTHERN-ILLINOIS-EDWARDSVILLE,0.816,31,0.323,10,6.1,17,0.447,5,2,7,0.286,2,12.9,,0.2,0.055,Eddiean Tirado
2.3,2,0.7,1,-6.1,ovc,-2.2,8.3,11,0.1,0.447,38,0.316,12,0,0,,0,21,0,,157,-3.9,4.2,6,0.1,14,6.6,eddiean-tirado-1,34,32,Guard,1.1,3,SOUTHERN-ILLINOIS-EDWARDSVILLE,0.816,31,0.323,10,6.1,17,0.447,5,2,7,0.286,2,12.9,,0.2,0.055,Eddiean Tirado
0,0,0,0,-31.8,ovc,-5.4,10.2,4,0.1,0.469,16,0.438,7,0.063,1,0,0,8,0,,43,-26.4,2.5,1,0,4,11.2,jordan-hamilton-4,15,12,Guard,5.5,4,SOUTHERN-ILLINOIS-EDWARDSVILLE,0.25,4,0.25,1,6.3,5,0.455,10.8,2,12,0.5,6,21.5,,0.1,0.074,Jordan Hamilton
0,0,0,0,-31.8,ovc,-5.4,10.2,4,0.1,0.469,16,0.438,7,0.063,1,0,0,8,0,,43,-26.4,2.5,1,0,4,11.2,jordan-hamilton-4,15,12,Guard,5.5,4,SOUTHERN-ILLINOIS-EDWARDSVILLE,0.25,4,0.25,1,6.3,5,0.455,10.8,2,12,0.5,6,21.5,,0.1,0.074,Jordan Hamilton
44.6,5,0,0,-9.1,ovc,-0.9,15,3,0,0.429,7,0.429,3,0,0,,0,5,0,,22,-8.2,0,0,0.1,4,15.8,raynard-horry-1,6,8,Guard,2.7,1,SOUTHERN-ILLINOIS-EDWARDSVILLE,0.286,2,0,0,7.4,3,0.429,0,0,5,0.6,3,15.9,,0.1,0.179,Raynard Horry
44.6,5,0,0,-9.1,ovc,-0.9,15,3,0,0.429,7,0.429,3,0,0,,0,5,0,,22,-8.2,0,0,0.1,4,15.8,raynard-horry-1,6,8,Guard,2.7,1,SOUTHERN-ILLINOIS-EDWARDSVILLE,0.286,2,0,0,7.4,3,0.429,0,0,5,0.6,3,15.9,,0.1,0.179,Raynard Horry
12.8,35,1.5,8,2.2,big-east,1.2,15.1,81,1,0.488,242,0.455,110,0.393,95,0.789,75,27,10,,614,1,7.2,42,0.9,60,18.8,rj-luis-1,311,288,Guard,2.9,31,ST-JOHNS-NY,0.19,46,0.348,16,11,123,0.542,17,59,196,0.48,94,26.9,,1.9,0.122,RJ Luis
12.8,35,1.5,8,2.2,big-east,1.2,15.1,81,1,0.488,242,0.455,110,0.393,95,0.789,75,27,10,,614,1,7.2,42,0.9,60,18.8,rj-luis-1,311,288,Guard,2.9,31,ST-JOHNS-NY,0.19,46,0.348,16,11,123,0.542,17,59,196,0.48,94,26.9,,1.9,0.122,RJ Luis
5.3,4,12.5,15,4,big-east,5.1,24,28,0.3,0.65,20,0.65,13,0.5,10,0.5,5,25,0,,128,-1.1,13.8,15,0.1,18,17.1,zuby-ejiofor-1,31,35,Forward,1.3,3,ST-JOHNS-NY,0,0,,0,19.1,43,0.626,32.7,12,20,0.65,13,14.4,,0.4,0.127,Zuby Ejiofor
5.3,4,12.5,15,4,big-east,5.1,24,28,0.3,0.65,20,0.65,13,0.5,10,0.5,5,25,0,,128,-1.1,13.8,15,0.1,18,17.1,zuby-ejiofor-1,31,35,Forward,1.3,3,ST-JOHNS-NY,0,0,,0,19.1,43,0.626,32.7,12,20,0.65,13,14.4,,0.4,0.127,Zuby Ejiofor
26.4,86,2.8,14,6.2,big-east,4.6,10.1,56,0.9,0.478,139,0.453,63,0.439,61,0.721,44,28,3,,589,1.7,3.5,18,0.9,38,18.4,kadary-richmond-1,177,207,Guard,4.5,46,ST-JOHNS-NY,0.151,21,0.333,7,6.9,74,0.527,20.8,44,118,0.475,56,18.2,,1.9,0.126,Kadary Richmond
26.4,86,2.8,14,6.2,big-east,4.6,10.1,56,0.9,0.478,139,0.453,63,0.439,61,0.721,44,28,3,,589,1.7,3.5,18,0.9,38,18.4,kadary-richmond-1,177,207,Guard,4.5,46,ST-JOHNS-NY,0.151,21,0.333,7,6.9,74,0.527,20.8,44,118,0.475,56,18.2,,1.9,0.126,Kadary Richmond
5.8,14,3.2,14,2.2,big-east,2.3,19.1,76,1.2,0.538,91,0.505,46,0.538,49,0.633,31,32,0,,511,-0.1,13.2,54,1.1,66,17.2,aaron-scott-5,129,143,Guard,1.5,12,ST-JOHNS-NY,0.253,23,0.261,6,16.1,130,0.564,14.3,19,68,0.588,40,14.7,,2.4,0.185,Aaron Scott
5.8,14,3.2,14,2.2,big-east,2.3,19.1,76,1.2,0.538,91,0.505,46,0.538,49,0.633,31,32,0,,511,-0.1,13.2,54,1.1,66,17.2,aaron-scott-5,129,143,Guard,1.5,12,ST-JOHNS-NY,0.253,23,0.261,6,16.1,130,0.564,14.3,19,68,0.588,40,14.7,,2.4,0.185,Aaron Scott
19.8,31,2.5,6,-0.2,big-east,1.4,7.6,17,0.2,0.5,72,0.431,31,0.111,8,0.625,5,28,2,,255,-1.6,2.9,7,0.1,29,9.9,simeon-wilcher-2,77,82,Guard,1.6,7,ST-JOHNS-NY,0.333,24,0.417,10,5.2,24,0.508,23.3,23,48,0.438,21,18.4,,0.4,0.056,Simeon Wilcher
19.8,31,2.5,6,-0.2,big-east,1.4,7.6,17,0.2,0.5,72,0.431,31,0.111,8,0.625,5,28,2,,255,-1.6,2.9,7,0.1,29,9.9,simeon-wilcher-2,77,82,Guard,1.6,7,ST-JOHNS-NY,0.333,24,0.417,10,5.2,24,0.508,23.3,23,48,0.438,21,18.4,,0.4,0.056,Simeon Wilcher
23.9,97,1.4,9,0.9,big-east,2.4,15.6,106,1.2,0.388,192,0.339,65,0.203,39,0.615,24,33,8,,744,-1.4,2.1,13,0,52,10.1,deivon-smith-1,173,204,Guard,2.3,29,ST-JOHNS-NY,0.354,68,0.279,19,9.2,119,0.411,21,56,124,0.371,46,18,,1.2,0.063,Deivon Smith
23.9,97,1.4,9,0.9,big-east,2.4,15.6,106,1.2,0.388,192,0.339,65,0.203,39,0.615,24,33,8,,744,-1.4,2.1,13,0,52,10.1,deivon-smith-1,173,204,Guard,2.3,29,ST-JOHNS-NY,0.354,68,0.279,19,9.2,119,0.411,21,56,124,0.371,46,18,,1.2,0.063,Deivon Smith
4.1,4,7.7,14,1.5,big-east,1.9,12.4,23,0.3,0.509,55,0.509,28,0.436,24,0.792,19,14,5,,194,-0.3,7.6,12,0.2,22,15.3,vincent-iwuchukwu-1,75,70,Forward,0.3,1,ST-JOHNS-NY,0,0,,0,10.2,35,0.565,19.4,16,55,0.509,28,21.8,,0.5,0.097,Vincent Iwuchukwu
4.1,4,7.7,14,1.5,big-east,1.9,12.4,23,0.3,0.509,55,0.509,28,0.436,24,0.792,19,14,5,,194,-0.3,7.6,12,0.2,22,15.3,vincent-iwuchukwu-1,75,70,Forward,0.3,1,ST-JOHNS-NY,0,0,,0,10.2,35,0.565,19.4,16,55,0.509,28,21.8,,0.5,0.097,Vincent Iwuchukwu
3.2,5,2.5,6,-1.7,big-east,0.4,10.9,25,0.5,0.438,65,0.385,25,0.154,10,0.7,7,25,4,,260,-2.1,5.7,13,0.1,18,9.8,sadiku-ibine-ayo-1,64,62,Forward,2,9,ST-JOHNS-NY,0.323,21,0.333,7,8.3,38,0.459,12.5,10,44,0.409,18,15.4,,0.5,0.084,Sadiku Ibine Ayo
3.2,5,2.5,6,-1.7,big-east,0.4,10.9,25,0.5,0.438,65,0.385,25,0.154,10,0.7,7,25,4,,260,-2.1,5.7,13,0.1,18,9.8,sadiku-ibine-ayo-1,64,62,Forward,2,9,ST-JOHNS-NY,0.323,21,0.333,7,8.3,38,0.459,12.5,10,44,0.409,18,15.4,,0.5,0.084,Sadiku Ibine Ayo
3,6,1.4,4,1.1,big-east,1.3,10.7,29,0.3,0.475,79,0.38,30,0.152,12,0.417,5,25,4,,309,-0.2,3.1,9,0.2,20,8.1,brady-dunlap-1,80,71,Forward,1.3,7,ST-JOHNS-NY,0.62,49,0.306,15,6.8,38,0.472,9.6,9,30,0.5,15,14.4,,0.5,0.061,Brady Dunlap
3,6,1.4,4,1.1,big-east,1.3,10.7,29,0.3,0.475,79,0.38,30,0.152,12,0.417,5,25,4,,309,-0.2,3.1,9,0.2,20,8.1,brady-dunlap-1,80,71,Forward,1.3,7,ST-JOHNS-NY,0.62,49,0.306,15,6.8,38,0.472,9.6,9,30,0.5,15,14.4,,0.5,0.061,Brady Dunlap
7.1,6,1.7,2,-2.4,big-east,0.6,3.1,4,0.2,0.449,49,0.347,17,0.143,7,0.571,4,22,0,,140,-3,0.7,1,-0.1,6,5.8,jaiden-glover-1,48,42,Guard,1.2,3,ST-JOHNS-NY,0.612,30,0.333,10,1.9,5,0.459,16,10,19,0.368,7,21,,0.2,0.051,Jaiden Glover
7.1,6,1.7,2,-2.4,big-east,0.6,3.1,4,0.2,0.449,49,0.347,17,0.143,7,0.571,4,22,0,,140,-3,0.7,1,-0.1,6,5.8,jaiden-glover-1,48,42,Guard,1.2,3,ST-JOHNS-NY,0.612,30,0.333,10,1.9,5,0.459,16,10,19,0.368,7,21,,0.2,0.051,Jaiden Glover
6.6,10,5.7,11,4.4,big-east,5.6,12.4,26,0.6,0.405,42,0.381,16,0.333,14,0.571,8,31,1,,229,-1.2,7.8,17,0.2,26,11.8,ruben-prey-1,42,48,Forward,2.7,11,ST-JOHNS-NY,0.357,15,0.133,2,10,43,0.432,7.6,4,27,0.519,14,10.9,,0.8,0.137,Rub̩n Prey
6.6,10,5.7,11,4.4,big-east,5.6,12.4,26,0.6,0.405,42,0.381,16,0.333,14,0.571,8,31,1,,229,-1.2,7.8,17,0.2,26,11.8,ruben-prey-1,42,48,Forward,2.7,11,ST-JOHNS-NY,0.357,15,0.133,2,10,43,0.432,7.6,4,27,0.519,14,10.9,,0.8,0.137,Rub̩n Prey
10.1,6,1.2,1,1.5,big-east,3,6.8,6,0.2,0.448,29,0.379,11,0.138,4,0.75,3,23,0,,97,-1.4,4.3,4,0.1,7,9.9,lefteris-liotopoulos-1,29,28,Guard,1.8,3,ST-JOHNS-NY,0.621,18,0.222,4,5.5,10,0.469,11.5,4,11,0.636,7,17,,0.3,0.108,Lefteris Liotopoulos
10.1,6,1.2,1,1.5,big-east,3,6.8,6,0.2,0.448,29,0.379,11,0.138,4,0.75,3,23,0,,97,-1.4,4.3,4,0.1,7,9.9,lefteris-liotopoulos-1,29,28,Guard,1.8,3,ST-JOHNS-NY,0.621,18,0.222,4,5.5,10,0.469,11.5,4,11,0.636,7,17,,0.3,0.108,Lefteris Liotopoulos
0,0,0,0,-15.7,big-east,-7.2,0,0,0,,0,,0,,1,0,0,1,0,,3,-8.5,34.9,1,0,1,1.4,khaman-maker-1,0,1,Center,0,0,ST-JOHNS-NY,,0,,0,17.8,1,0,0,0,0,,0,7.5,,0,0.027,Khaman Maker
0,0,0,0,-15.7,big-east,-7.2,0,0,0,,0,,0,,1,0,0,1,0,,3,-8.5,34.9,1,0,1,1.4,khaman-maker-1,0,1,Center,0,0,ST-JOHNS-NY,,0,,0,17.8,1,0,0,0,0,,0,7.5,,0,0.027,Khaman Maker
11.6,6,0,0,-5.4,sec,-1.7,8.3,7,0,0.469,16,0.375,6,0.188,3,0.667,2,10,1,,93,-3.8,0,0,0.1,4,7.9,chaz-lanier-1,17,18,Guard,1.9,3,TENNESSEE,0.625,10,0.3,3,4.3,7,0.488,14.7,3,6,0.5,3,11.3,,0.1,0.034,Chaz Lanier
11.6,6,0,0,-5.4,sec,-1.7,8.3,7,0,0.469,16,0.375,6,0.188,3,0.667,2,10,1,,93,-3.8,0,0,0.1,4,7.9,chaz-lanier-1,17,18,Guard,1.9,3,TENNESSEE,0.625,10,0.3,3,4.3,7,0.488,14.7,3,6,0.5,3,11.3,,0.1,0.034,Chaz Lanier
22.8,93,0.5,3,7.2,sec,5.3,9.2,61,1.8,0.47,247,0.381,94,0.36,89,0.843,75,35,1,,773,1.8,0.7,5,1.2,61,16.6,zakai-zeigler-1,307,305,Guard,4.5,60,TENNESSEE,0.506,125,0.352,44,4.9,66,0.531,17.2,60,122,0.41,50,22.5,,3,0.157,Zakai Zeigler
22.8,93,0.5,3,7.2,sec,5.3,9.2,61,1.8,0.47,247,0.381,94,0.36,89,0.843,75,35,1,,773,1.8,0.7,5,1.2,61,16.6,zakai-zeigler-1,307,305,Guard,4.5,60,TENNESSEE,0.506,125,0.352,44,4.9,66,0.531,17.2,60,122,0.41,50,22.5,,3,0.157,Zakai Zeigler
14.1,69,1.9,16,0.8,sec,-1.2,12.9,113,1,0.59,310,0.471,146,0.3,93,0.817,76,32,32,,1008,1.9,1.2,10,2.2,92,18,jordan-gainey-1,442,401,Guard,2.2,39,TENNESSEE,0.484,150,0.493,74,7.2,123,0.624,15.5,65,160,0.45,72,21.6,,3.2,0.127,Jordan Gainey
14.1,69,1.9,16,0.8,sec,-1.2,12.9,113,1,0.59,310,0.471,146,0.3,93,0.817,76,32,32,,1008,1.9,1.2,10,2.2,92,18,jordan-gainey-1,442,401,Guard,2.2,39,TENNESSEE,0.484,150,0.493,74,7.2,123,0.624,15.5,65,160,0.45,72,21.6,,3.2,0.127,Jordan Gainey
6.4,3,6.1,5,6.5,sec,2.8,15.1,12,0.2,0.517,29,0.379,11,0.207,6,0.5,3,16,0,,100,3.7,3.9,3,0.1,2,17.9,igor-milicicjr-1,33,29,Guard,2.7,4,TENNESSEE,0.759,22,0.364,8,9.6,15,0.518,8.6,3,7,0.429,3,20.4,,0.3,0.12,Igor Milicic Jr.
6.4,3,6.1,5,6.5,sec,2.8,15.1,12,0.2,0.517,29,0.379,11,0.207,6,0.5,3,16,0,,100,3.7,3.9,3,0.1,2,17.9,igor-milicicjr-1,33,29,Guard,2.7,4,TENNESSEE,0.759,22,0.364,8,9.6,15,0.518,8.6,3,7,0.429,3,20.4,,0.3,0.12,Igor Milicic Jr.
3,9,8.9,44,4.9,sec,3.4,16.8,80,0.9,0.591,104,0.587,61,0.25,26,0.615,16,35,11,,541,1.5,10.4,47,1,61,18.5,felix-okpara-1,139,144,Center,1.6,14,TENNESSEE,0.048,5,0.2,1,13.7,127,0.597,13.4,18,99,0.606,60,13,,1.9,0.141,Felix Okpara
3,9,8.9,44,4.9,sec,3.4,16.8,80,0.9,0.591,104,0.587,61,0.25,26,0.615,16,35,11,,541,1.5,10.4,47,1,61,18.5,felix-okpara-1,139,144,Center,1.6,14,TENNESSEE,0.048,5,0.2,1,13.7,127,0.597,13.4,18,99,0.606,60,13,,1.9,0.141,Felix Okpara
11,8,2,2,2.7,sec,6.1,8.5,9,0.3,0.441,17,0.412,7,0.529,9,0.444,4,27,0,,123,-3.4,10,11,0,21,10,jahmai-mashack-1,19,26,Guard,5.2,11,TENNESSEE,0.176,3,0.333,1,9.3,20,0.447,29.7,9,14,0.429,6,12.3,,0.3,0.1,Jahmai Mashack
11,8,2,2,2.7,sec,6.1,8.5,9,0.3,0.441,17,0.412,7,0.529,9,0.444,4,27,0,,123,-3.4,10,11,0,21,10,jahmai-mashack-1,19,26,Guard,5.2,11,TENNESSEE,0.176,3,0.333,1,9.3,20,0.447,29.7,9,14,0.429,6,12.3,,0.3,0.1,Jahmai Mashack
9.8,5,6,4,5.7,sec,4.6,12.3,9,0.1,0.667,3,0.667,2,3,9,0.889,8,13,0,,78,1.1,12.8,9,0.2,11,14.3,cade-phillips-1,12,18,Forward,0.7,1,TENNESSEE,0,0,,0,12.5,18,0.825,29.2,3,3,0.667,2,6.4,,0.3,0.171,Cade Phillips
9.8,5,6,4,5.7,sec,4.6,12.3,9,0.1,0.667,3,0.667,2,3,9,0.889,8,13,0,,78,1.1,12.8,9,0.2,11,14.3,cade-phillips-1,12,18,Forward,0.7,1,TENNESSEE,0,0,,0,12.5,18,0.825,29.2,3,3,0.667,2,6.4,,0.3,0.171,Cade Phillips
5.5,7,1.3,3,-5.4,sec,-0.5,13.6,27,0.1,0.378,41,0.341,14,0.317,13,0.462,6,16,7,,231,-4.9,5.9,12,-0.3,23,3.5,darlinstone-dubar-1,37,42,Guard,1.5,6,TENNESSEE,0.244,10,0.3,3,9.7,39,0.392,28.7,19,31,0.355,11,14.5,,-0.3,-0.043,Darlinstone Dubar
5.5,7,1.3,3,-5.4,sec,-0.5,13.6,27,0.1,0.378,41,0.341,14,0.317,13,0.462,6,16,7,,231,-4.9,5.9,12,-0.3,23,3.5,darlinstone-dubar-1,37,42,Guard,1.5,6,TENNESSEE,0.244,10,0.3,3,9.7,39,0.392,28.7,19,31,0.355,11,14.5,,-0.3,-0.043,Darlinstone Dubar
21.3,7,3.9,2,-3.9,sec,1.6,15.9,9,0.1,0.389,27,0.296,8,0.111,3,0.667,2,14,0,,60,-5.5,0,0,0,9,7.4,cameron-carr-2,23,23,Guard,0.9,1,TENNESSEE,0.667,18,0.278,5,8.1,9,0.405,12.3,4,9,0.333,3,26.4,,0.1,0.054,Cameron Carr
21.3,7,3.9,2,-3.9,sec,1.6,15.9,9,0.1,0.389,27,0.296,8,0.111,3,0.667,2,14,0,,60,-5.5,0,0,0,9,7.4,cameron-carr-2,23,23,Guard,0.9,1,TENNESSEE,0.667,18,0.278,5,8.1,9,0.405,12.3,4,9,0.333,3,26.4,,0.1,0.054,Cameron Carr
4.3,3,2.8,3,-0.4,sec,2.7,8.6,10,0.2,0.714,21,0.714,15,0.667,14,0.714,10,25,0,,124,-3,8.9,10,0.2,24,11.1,jp-estrella-2,40,37,Forward,0,0,TENNESSEE,0,0,,0,8.7,20,0.723,26.6,10,21,0.714,15,14.8,,0.4,0.114,J.P. Estrella
4.3,3,2.8,3,-0.4,sec,2.7,8.6,10,0.2,0.714,21,0.714,15,0.667,14,0.714,10,25,0,,124,-3,8.9,10,0.2,24,11.1,jp-estrella-2,40,37,Forward,0,0,TENNESSEE,0,0,,0,8.7,20,0.723,26.6,10,21,0.714,15,14.8,,0.4,0.114,J.P. Estrella
11.5,16,0.5,1,-7.2,sec,-0.4,6.7,14,0.2,0.3,30,0.267,8,0.233,7,0.286,2,23,0,,231,-6.8,3.6,8,-0.2,14,3.7,grant-hurst-1,20,29,Guard,2.5,10,TENNESSEE,0.467,14,0.143,2,5.1,22,0.3,26.5,12,16,0.375,6,9.5,,-0.1,-0.011,Grant Hurst
11.5,16,0.5,1,-7.2,sec,-0.4,6.7,14,0.2,0.3,30,0.267,8,0.233,7,0.286,2,23,0,,231,-6.8,3.6,8,-0.2,14,3.7,grant-hurst-1,20,29,Guard,2.5,10,TENNESSEE,0.467,14,0.143,2,5.1,22,0.3,26.5,12,16,0.375,6,9.5,,-0.1,-0.011,Grant Hurst
23.3,14,0,0,-0.3,sec,5.2,11.6,10,0.2,0.2,10,0.2,2,0.2,2,0.5,1,25,0,,96,-5.5,6.4,5,-0.2,8,2.5,bishop-boswell-1,5,15,Guard,3.2,5,TENNESSEE,0.5,5,0,0,9.1,15,0.228,52.3,12,5,0.4,2,12.5,,0,-0.005,Bishop Boswell
23.3,14,0,0,-0.3,sec,5.2,11.6,10,0.2,0.2,10,0.2,2,0.2,2,0.5,1,25,0,,96,-5.5,6.4,5,-0.2,8,2.5,bishop-boswell-1,5,15,Guard,3.2,5,TENNESSEE,0.5,5,0,0,9.1,15,0.228,52.3,12,5,0.4,2,12.5,,0,-0.005,Bishop Boswell
0,0,0,0,5.4,sec,2.9,0,0,0,1,1,1,1,0,0,,0,4,0,,5,2.5,0,0,0,0,19.4,campbell-duncan-1,2,1,Guard,0,0,TENNESSEE,0,0,,0,0,0,1,0,0,1,1,1,10.4,,0,0.16,Campbell Duncan
0,0,0,0,5.4,sec,2.9,0,0,0,1,1,1,1,0,0,,0,4,0,,5,2.5,0,0,0,0,19.4,campbell-duncan-1,2,1,Guard,0,0,TENNESSEE,0,0,,0,0,0,1,0,0,1,1,1,10.4,,0,0.16,Campbell Duncan
0,0,0,0,-11.6,sec,1.7,44.4,2,0,0,1,0,0,0,0,,0,4,0,,5,-13.3,0,0,0,0,-2,gavin-paull-1,0,0,Guard,0,0,TENNESSEE,0,0,,0,23.4,2,0,0,0,1,0,0,10.4,,0,-0.014,Gavin Paull
0,0,0,0,-11.6,sec,1.7,44.4,2,0,0,1,0,0,0,0,,0,4,0,,5,-13.3,0,0,0,0,-2,gavin-paull-1,0,0,Guard,0,0,TENNESSEE,0,0,,0,23.4,2,0,0,0,1,0,0,10.4,,0,-0.014,Gavin Paull
16.7,88,1,10,7.8,sec,1.4,8.9,88,1.2,0.51,511,0.427,218,0.25,128,0.891,114,32,32,,1106,6.4,1,9,2.9,67,19.6,tre-johnson-2,635,579,Guard,1.6,31,TEXAS,0.425,217,0.392,85,5,97,0.555,9.4,59,294,0.452,133,29.2,,4,0.145,Tre Johnson
16.7,88,1,10,7.8,sec,1.4,8.9,88,1.2,0.51,511,0.427,218,0.25,128,0.891,114,32,32,,1106,6.4,1,9,2.9,67,19.6,tre-johnson-2,635,579,Guard,1.6,31,TEXAS,0.425,217,0.392,85,5,97,0.555,9.4,59,294,0.452,133,29.2,,4,0.145,Tre Johnson
10,40,2.1,18,1.7,sec,2.3,15.8,130,1.5,0.493,279,0.444,124,0.251,70,0.671,47,31,30,,830,-0.6,5.2,36,0.2,78,12.8,arthur-kaluma-1,322,304,Forward,1.3,19,TEXAS,0.366,102,0.265,27,11,166,0.516,20.2,79,177,0.548,97,24.3,,1.6,0.079,Arthur Kaluma
10,40,2.1,18,1.7,sec,2.3,15.8,130,1.5,0.493,279,0.444,124,0.251,70,0.671,47,31,30,,830,-0.6,5.2,36,0.2,78,12.8,arthur-kaluma-1,322,304,Forward,1.3,19,TEXAS,0.366,102,0.265,27,11,166,0.516,20.2,79,177,0.548,97,24.3,,1.6,0.079,Arthur Kaluma
17.4,74,0.2,2,2.8,sec,0.1,7.9,70,0.9,0.514,333,0.423,141,0.219,73,0.836,61,32,31,,1074,2.7,1.5,13,1.9,50,15,jordan-pope-1,403,381,Guard,1.7,29,TEXAS,0.477,159,0.377,60,4.8,83,0.548,11.1,46,174,0.466,81,21.1,,2.8,0.103,Jordan Pope
17.4,74,0.2,2,2.8,sec,0.1,7.9,70,0.9,0.514,333,0.423,141,0.219,73,0.836,61,32,31,,1074,2.7,1.5,13,1.9,50,15,jordan-pope-1,403,381,Guard,1.7,29,TEXAS,0.477,159,0.377,60,4.8,83,0.548,11.1,46,174,0.466,81,21.1,,2.8,0.103,Jordan Pope
7,3,5.7,4,-0.6,sec,0.7,17.3,12,0.1,0.524,21,0.524,11,0.429,9,0.667,6,11,0,,86,-1.3,19.5,12,0.2,14,19.9,kadin-shedrick-1,28,33,Forward,1.5,2,TEXAS,0.048,1,0,0,18.3,24,0.554,19.2,6,20,0.55,11,21.6,,0.4,0.167,Kadin Shedrick
7,3,5.7,4,-0.6,sec,0.7,17.3,12,0.1,0.524,21,0.524,11,0.429,9,0.667,6,11,0,,86,-1.3,19.5,12,0.2,14,19.9,kadin-shedrick-1,28,33,Forward,1.5,2,TEXAS,0.048,1,0,0,18.3,24,0.554,19.2,6,20,0.55,11,21.6,,0.4,0.167,Kadin Shedrick
16,55,1,5,2.8,sec,2.7,12.4,71,1.6,0.422,224,0.379,85,0.362,81,0.765,62,32,4,,642,0.1,4.1,24,1.3,55,16.4,tramon-mark-1,251,251,Guard,2.8,30,TEXAS,0.326,73,0.26,19,8.2,95,0.478,12.4,37,151,0.437,66,23.1,,2.8,0.177,Tramon Mark
16,55,1,5,2.8,sec,2.7,12.4,71,1.6,0.422,224,0.379,85,0.362,81,0.765,62,32,4,,642,0.1,4.1,24,1.3,55,16.4,tramon-mark-1,251,251,Guard,2.8,30,TEXAS,0.326,73,0.26,19,8.2,95,0.478,12.4,37,151,0.437,66,23.1,,2.8,0.177,Tramon Mark
15.2,40,0.5,2,-1.7,sec,2,10.5,43,0.8,0.363,102,0.314,32,0.363,37,0.676,25,25,21,,509,-3.7,3.3,14,0,50,8.7,julian-larry-1,99,116,Guard,3.2,27,TEXAS,0.363,37,0.27,10,6.9,57,0.414,17.3,25,65,0.338,22,15.2,,0.8,0.061,Julian Larry
15.2,40,0.5,2,-1.7,sec,2,10.5,43,0.8,0.363,102,0.314,32,0.363,37,0.676,25,25,21,,509,-3.7,3.3,14,0,50,8.7,julian-larry-1,99,116,Guard,3.2,27,TEXAS,0.363,37,0.27,10,6.9,57,0.414,17.3,25,65,0.338,22,15.2,,0.8,0.061,Julian Larry
5.1,6,0,0,-3.8,sec,-0.8,8.4,17,0.3,0.451,82,0.366,30,0.122,10,0.8,8,23,4,,228,-3,4.6,9,0.1,33,8.8,jayson-kent-1,82,74,Guard,1.6,6,TEXAS,0.61,50,0.28,14,6.5,26,0.473,13,13,32,0.5,16,22.8,,0.3,0.06,Jayson Kent
5.1,6,0,0,-3.8,sec,-0.8,8.4,17,0.3,0.451,82,0.366,30,0.122,10,0.8,8,23,4,,228,-3,4.6,9,0.1,33,8.8,jayson-kent-1,82,74,Guard,1.6,6,TEXAS,0.61,50,0.28,14,6.5,26,0.473,13,13,32,0.5,16,22.8,,0.3,0.06,Jayson Kent
13.7,64,1.5,12,0.8,sec,0.3,12.6,97,1.3,0.515,226,0.442,100,0.447,101,0.703,71,32,25,,943,0.5,5.7,49,1.9,90,15.4,chendall-weaver-1,304,301,Guard,1.8,29,TEXAS,0.363,82,0.402,33,8.9,146,0.555,11.9,37,144,0.465,67,16.4,,3.2,0.134,Chendall Weaver
13.7,64,1.5,12,0.8,sec,0.3,12.6,97,1.3,0.515,226,0.442,100,0.447,101,0.703,71,32,25,,943,0.5,5.7,49,1.9,90,15.4,chendall-weaver-1,304,301,Guard,1.8,29,TEXAS,0.363,82,0.402,33,8.9,146,0.555,11.9,37,144,0.465,67,16.4,,3.2,0.134,Chendall Weaver
0,0,16.6,2,-23.3,sec,-2.7,0,0,0,0.625,8,0.625,5,0,0,,0,5,0,,13,-20.6,25.7,3,0.1,2,45,zerik-onyema-1,10,8,Forward,4.4,1,TEXAS,0,0,,0,13.3,3,0.625,11.1,1,8,0.625,5,35.3,,0.1,0.259,Ze'Rik Onyema
0,0,16.6,2,-23.3,sec,-2.7,0,0,0,0.625,8,0.625,5,0,0,,0,5,0,,13,-20.6,25.7,3,0.1,2,45,zerik-onyema-1,10,8,Forward,4.4,1,TEXAS,0,0,,0,13.3,3,0.625,11.1,1,8,0.625,5,35.3,,0.1,0.259,Ze'Rik Onyema
0,0,0,0,-8.6,sec,-4.5,9.1,2,0,0.278,9,0.222,2,0,0,,0,7,0,,25,-4.1,24.1,5,0,3,5.8,devon-pryor-1,5,7,Forward,0,0,TEXAS,0.556,5,0.2,1,16.4,7,0.278,0,0,4,0.25,1,18.4,,0,0.038,Devon Pryor
